Tarif_Adi,Kategori,Malzemeler,Yapilis_Adimlari
Lokanta Usulü Ezogelin Çorbası,çorba,kırmızı mercimek bulgur pirinç soğan tereyağı un domates salçası sıcak su nane pulbiber tuz karabiber,"Derin bir tencere içine 1 adet soğanı büyük parçalar halinde kesin. Üzerlerine 1 çay bardağı kırmızı mercimek, 2 yemek kaşığı pirinç ve 2 yemek kaşığı bulguru yıkayıp, tencere içine koyun. Üzerlerine 6 su bardağı su dökün. Hepsi yumuşayana kadar pişirin. Bütün bakliyatlar yumuşadıktan sonra iyice blenderdan geçirin. Orta boy bir tava içine 1 yemek kaşığı tereyağı koyup, eritin. Üzerine 1 yemek kaşığı un ekleyip, 1 dakika kadar kavurun. Daha sonra 1 buçuk yemek kaşığı domates salçası koyun. Salçanın üzerine yaklaşık 1-1 buçuk su bardağı ılık su ekleyip, salçanın kıvamını pürüzsüz hale gelene kadar açın. Hazırladığınız salçalı sos karışımını, çorbanın üzerine dökün. Tuz, karabiber, 1 tatlı kaşığı kuru nane ve yarım tatlı kaşığı kırmızı pul biber ekleyin. Çorbayı kepçe yardımı ile iyice karıştırın. Lokanta usulü ezogelin çorbasını 1-2 taşım kaynatıp, ocağın altını kapatın."
Mantarlı Domates Çorbası,çorba,domates püresi kültür mantar domates salçası tere yağı un sarımsak su tuz karabiber,"Mantarların dış kabuğunu soyup, sap kısımlarını biraz kısaltın. Mantarların dış yüzeyini nemli bir bez ile güzelce temizleyin. Mantarları çok küçük olmayacak şekilde dilimleyin. Tencere içine tereyağı koyup, eritin. Eriyen yağın üzerine sarımsak ekleyin. Sarımsağı hafifçe kokusu çıkana kadar kısa bir süre kavurun. Tencereye doğranmış mantarları ekleyin. Mantarları suyunu çekene kadar sürekli karıştırarak, kavurun. Kavrulan mantarların üzerine yarım yemek kaşığı tereyağı ekleyip, karıştırın. Tencereye un ekleyin. Unun kokusu çıkana kadar kavurmaya devam edin. Tencereye domates salçası koyun. Salçayı da diğer malzemeler ile birlikte 1 dakika kadar kavurun. Tencereye domates püresi ekleyip, 1 dakika sürekli karıştırarak, kavurun. Tencereye su döküp, bir yandan da topaklanma olmaması için sürekli karıştırın. Çorbayı kaynayana kadar ara ara karıştırarak, pişirmeye devam edin. Çorbanız kaynadıktan sonra damak tadınıza göre tuz ve karabiber ekleyin. 1-2 taşım daha kaynatıp, ocağın altını kapatın."
Mercimekli Tarhana Çorbası,çorba,toz tarhana kırmızı mercimek domates salçası tereyağı zeytinyağı su karabiber tuz,"Derin bir kase içine yarım su bardağı toz tarhana koyun. Tarhananın üzerine 1 su bardağı su döküp, iyice karıştırın. Kısa bir süre bekletip, erimesini sağlayın. Orta boy derin bir tencere içine yarım yemek kaşığı tereyağı ve 1-2 yemek kaşığı zeytinyağı koyup, ısıtın. Yağın üzerine 1 yemek kaşığı domates salçası koyun. Salçanın kokusu çıkana kadar kavurun. Daha sonra kavrulan salçanın üzerine yarım su bardağı yıkanmış kırmızı mercimek ekleyin. Mercimeği de 1 dakika kadar sürekli karıştırarak, kavurun. Kavrulan mercimeğin üzerine 6 su bardağı su dökün. Ardından su ısınmadan kasede erittiğiniz tarhanayı da ekleyip, güzelce karıştırın. Çorbayı kısık ateş üzerinde ara ara karıştırarak, mercimekler yumuşayana kadar pişirin. Mercimekler piştikten sonra çorbayı blender ile pürüzsüz bir hale getirin. Son olarak çorbanızın içine damak tadınıza göre tuz ve karabiber ekleyip, güzelce karıştırın."
Nohutlu Tarhana Çorbası,çorba,toz tarhana haşlanmış nohut tere yağı zeytinyağı domates salçası sarımsak soğuk su kuru nane kırmızı pul biber karabiber tuz,"Tencereye tereyağı ve zeytinyağı koyup ısıtın. Ezilmiş sarımsak ekleyip 2-3 kere çevirin. Domates salçası koyun ve salçanın kokusu çıkana kadar karıştırarak kavurun. Toz tarhana ekleyin ve 1 dakika kadar kavurun. Soğuk suyu azar azar dökün ve topaklanma olmaması için hızlı bir şekilde karıştırın. Çorba kaynayana kadar sürekli karıştırın. Haşlanmış nohut koyup 1-2 dakika kadar pişirin. Tuz, karabiber, kuru nane ve kırmızı pul biber koyun. 1-2 kere karıştırıp ocağın altını kapatın."
Patatesli Kabak Çorbası,çorba,kabak patates havuç tereyağı zeytinyağı un süt su tuz karabiber dereotu,"2 adet orta boy kabak, 1 adet orta boy patates ve 1 adet orta boy havucun kabuğunu soyun. Sebzeleri rendenin kalın tarafı ile rendeleyin. Orta boy derin bir tencere içine 1 yemek kaşığı tereyağı ve 2-3 yemek kaşığı zeytinyağı koyup, ısıtın. Yağın üzerine rendelediğiniz sebzeleri ekleyin. Sebzeleri suyunu çekene kadar sürekli karıştırarak, kavurun. Suyunu çeken sebzelerin üzerine 2 yemek kaşığı un ekleyin. Unu sebzeler ile birlikte 1 dakika daha kavurmaya devam edin. Daha sonra sebzelerin üzerine 1 litre su dökün ve topaklanma yapmaması için hızlı bir şekilde karıştırın. Ardından ara ara karıştırarak, kaynamaya bırakın. Kaynadıktan sonra 2-3 dakika kadar daha kaynatmaya devam edin. Çorbanız kaynadıktan sonra üzerine 1 su bardağı süt, damak tadınıza göre tuz ve karabiber ekleyin. Çorbayı güzelce karıştırıp, 1-2 taşım kaynatın. Son olarak çorbanız piştikten sonra üzerine 1 tutam ince ince doğranmış dereotu serpiştirip, karıştırın."
Patatesli Mercimek Çorbası,çorba,kırmızı mercimek kuru soğan havuç patates tere yağı zeytinyağı sıcak su tuz karabiber,"Patates, havuç ve soğanı küçük küpler halinde doğrayın. Tencere içinde tereyağı ve zeytinyağını ısıtın. Soğanı 2 dakika kavurun. Patates ve havucu ekleyip 2 dakika daha kavurun. Mercimeği ekleyip 1 dakika kavurun. Sıcak su döküp kaynamaya bırakın. Mercimek ve sebzeler yumuşayana kadar pişirin. Blenderdan geçirin. Tuz ve karabiber ekleyip 1-2 taşım kaynatın."
Pirinç Çorbası,çorba,pirinç soğan sivri biber kırmızı biber domates domates salçası zeytinyağı maydanoz sıcak su tuz karabiber,"1 adet küçük boy soğan, 1 adet kırmızı biber ve 2 adet yeşil biberi ince ince doğrayın. 2 adet domatesin kabuğunu soyup, rendeleyin. Derin bir tencere içine 4-5 yemek kaşığı zeytinyağı koyun. Üzerine doğradığınız biberleri ve soğanı koyup, 1 dakika kavurun. Daha sonra tencere içine rendelenmiş domatesi ekleyip, 1 dakika kadar daha kavurun. Ardından 1 yemek kaşığı domates salçası koyun. Salçayı diğer malzemeler ile çok az daha kavurun. Kavurma işlemleri bittikten sonra tencere içine 6 su bardağı sıcak su döküp, karıştırın. Ardından kaynamaya bırakın. Kaynayan çorbanın içine 1 çay bardağı pirinç koyup, karıştırın. Pirinçler yumuşayıp, şişene kadar pişirin. Pirinç çorbası piştikten sonra üzerine damak tadınıza göre tuz, karabiber ve 1 tutam ince ince doğranmış maydanoz ekleyip, karıştırın. Çorbanın kıvamı koyu ise azar azar sıcak su ekleyip, kıvamı ayarlayabilirsiniz."
Kremalı Sebze Çorbası,çorba,patates havuç kırmızı kapya biber soğan kabak haşlanmış bezelye konserve mısır sıvı yağ un sıvı krema sıcak su tuz karabiber dereotu,"Patates, havuç, kabak, kırmızı kapya biber ve soğanı küçük küçük küpler halinde doğrayın. Orta boy derin bir tencere içine 5 yemek kaşığı sıvı yağ dökün. Yağın üzerine ilk önce doğranmış soğanı koyun. Üzerine doğranmış havuç ve doğranmış patatesi ekleyin. Soğan, havuç ve patatesi 2 dakika kadar kavurun. Ardından doğranmış kabak ve doğranmış kırmızı kapya biberi de koyun. Tüm sebzeleri 2 dakika kadar kavurmaya devam edin. Daha sonra sebzelerin üzerine 2 yemek kaşığı un ekleyin. Unu da sebzeler ile birlikte 1-2 dakika kadar daha kavurun. Daha sonra sebzelerin üzerine 5 buçuk su bardağı sıcak su döküp, karıştırın. Sebzeler yumuşayana kadar pişirin. Sebzeler yumuşadıktan sonra 1 çay bardağı haşlanmış bezelye ve 1 çay bardağı konserve mısır ekleyip, güzelce karıştırın. Son olarak tencereye 200 ml sıvı krema, damak tadınıza göre tuz ve karabiber koyun. Çorbayı güzelce karıştırıp, kaynamaya bırakın. Kaynadıktan sonra ocağın altını biraz kısıp, çorbayı 2-3 dakika daha pişirin. Tane sebzeli kremalı çorbanın üzerine 1-2 tutam ince ince doğranmış dereotu serpiştirip, tekrar karıştırın. Ocaktan alıp, 5-10 dakika kadar dinlenmeye bırakın."
Sebzeli Tavuk Çorbası,çorba,tavuk but havuç kırmızı kapya biber yeşil biber sarımsak tereyağı sıvı yağ un tel şehriye maydanoz tavuk suyu tuz karabiber,"Orta boy derin bir tencere içine 1 adet büyük boy tavuk budu koyun. Üzerini 3-4 parmak geçecek kadar su döküp, kaynamaya bırakın. Kaynadıktan sonra kısık ateş üzerinde tavuk budu yumuşayana kadar pişirin. Pişen tavuk etini suyundan alıp, soğumaya bırakın. Ardından küçük küçük parçalara ayırın. Diğer tarafta 1 adet küçük boy havucu, 1 adet küçük boy kırmızı kapya biberi ve 1 adet küçük boy yeşil biberi küçük küpler halinde doğrayın. Orta boy derin bir tencere içine yarım yemek kaşığı tereyağı ve 1 yemek kaşığı sıvı yağ koyup, ısıtın. Isınan yağın üzerine doğranmış havuçları ekleyip, 1 dakika kavurun. Ardından tencereye doğranmış biberleri ve 1 diş rendelenmiş sarımsağı koyup, 1 dakika kadar daha kavurun. Kavrulan sebzelerin üzerine 1 buçuk yemek kaşığı un ekleyip, unun kokusu çıkana kadar kavurun. Daha sonra tencereye 6 su bardağı tavuk suyu döküp, güzelce karıştırın. Ardından çorba suyunu kaynamaya bırakın. Kaynayan çorba suyunun üzerine 1 çay bardağı tel şehriye koyup, karıştırın. Şehriyeler yumuşayana kadar pişirin. Son olarak tencereye küçük küçük parçalara ayırdığınız tavuk etlerini koyun. Damak tadınıza göre tuz ve karabiber ekleyip, karıştırın. Tavuk çorbasını 2 dakika kadar daha pişirip, ocağın altını kapatın."
Semizotu Çorbası,çorba,semizotu bulgur soğan zeytinyağı su tuz yoğurt yumurta sarısı un limon suyu,"Semizotunu ayıklayıp, yıkayın. İnce ince kıyın. Tencereye zeytinyağı ve ince doğranmış soğan ekleyip, 2-3 dakika kadar kavurun. Semizotunu ekleyin. 2 dakika kadar kavurun. Tencereye bulgur koyun. 5 su bardağı kadar da ılık su döküp, orta ateşte bulgurlar yumuşayana kadar pişirin. Çorbanın terbiyesi için; bir kaba yoğurt, yumurta sarısı, un ve limon suyu ekleyin. Çırpıcı yardımı ile iyice karıştırın. Kaynayan çorba suyundan 1-2 kepçe alıp, terbiye içine koyun. Hızlı bir şekilde karıştırarak, ılımasını sağlayın. Hazırladığınız yoğurtlu terbiyeyi çorba içine azar azar döküp, hızlı bir şekilde karıştırın. Çorbanın kesilme yapmaması için kaynayana kadar sürekli karıştırın. Semizotu çorbası piştikten sonra damak tadınıza göre tuz koyup, karıştırın."
Süleymaniye Çorbası,çorba,kırmızı mercimek ıspanak yaprağı patates havuç kabak kuru soğan sarımsak tereyağı un zeytinyağı tuz karabiber sıcak su kıyma,"Orta boy derin bir tencere içine 1 su bardağı yıkanmış kırmızı mercimeği koyun. Mercimeğin üzerine 6 su bardağı sıcak su döküp, iyice yumuşayana kadar pişirin. Hafifçe derin orta boy bir tencere içine 1 adet ince ince doğranmış soğan koyun. Üzerine 3 yemek kaşığı zeytinyağı döküp, 2 dakika kavurun. Kavrulan soğanın üzerine 1 adet rendelenmiş küçük boy havucu ekleyip, 1-2 dakika kavurun. Daha sonra tencereye 1 adet rendelenmiş küçük boy patatesi ve 1 adet rendelenmiş küçük boy kabağı koyup, 1-2 dakika daha kavurun. Ardından sebzelerin üzerine 2 su bardağı su ekleyip, hafifçe pişirin. Büyük derin bir tencere içine 1 yemek kaşığı dolusu tereyağı ekleyip, eritin. Eriyen yağın üzerine 1 yemek kaşığı un koyun. Unun kokusu çıkana kadar kavurun. Kavrulan unun üzerine pişen sebzeleri suyuyla birlikte ekleyin. Ardından da haşlanmış olan mercimeği suyuyla beraber tencereye koyun. 2 diş rendelenmiş sarımsak, damak tadınıza göre tuz, karabiber ve 1-2 su bardağı kadar sıcak su ekleyip, çorbayı pişirin. Çorbanın köftesi için; bir kaba 200 gr kıyma, tuz ve karabiber koyup, eliniz ile iyice yoğurun. Köfte harcından küçük parçalar alıp, elinizde yuvarlayın. Bir tava ya da tencere içine biraz tereyağı koyup, eritin. Yağın içine köfteleri koyup, kızartın. Kızaran köfteleri ve 10 adet ince ince doğranmış ıspanak yaprağını pişen çorbanın içine ekleyin. Süleymaniye çorbasını yaklaşık 5 dakika daha pişirin."
Sütlü Erişte Çorbası,çorba,erişte süt su tere yağı kuru nane kırmızı toz biber tuz,"Orta boy derin bir tencere içine 2 buçuk su bardağı su dökün. Suyun üzerine 2 buçuk su bardağı süt ekleyip, karıştırın. Kaynamaya bırakın. Kaynayan sütlü çorba suyuna 1 su bardağı erişte koyup, karıştırın. Erişteler yumuşayana kadar ara ara karıştırarak, pişirin. Son olarak damak tadınıza göre tuz ekleyip, karıştırın. Çorbanın sosu için; küçük bir sos tavası içine 1 yemek kaşığı tereyağı koyup, eritin. Eriyen yağın üzerine 1 yemek kaşığı kadar kuru nane ve 1 çay kaşığı kırmızı toz biber koyun. Güzelce karıştırıp, hafifçe kızdırın. Ardından naneli yağ karışımını çorbanın üzerine döküp, karıştırın."
Sütlü Mantar Çorbası,çorba,kültür mantarı un sıvı yağ süt suy tuz karabiber,"400 gr mantarı iyice yıkayıp, ince ince dilimleyin. İsteğe göre mantarların kabuklarını ayıklayabilirsiniz. Bir tencere içine 3 yemek kaşığı sıvı yağ koyun. Üzerine ince ince dilimlediğiniz mantarları ekleyin. Mantarlar suyunu salıp, çekene kadar kavurun. Kavrulmuş olan mantarların üzerine 2 yemek kaşığı un ekleyin. Mantarları un ile birlikte karıştırarak, az bir süre daha kavurun. Tencereye 3 buçuk su bardağı soğuk suyu azar azar ekleyip, hızlı bir şekilde karıştırın. Ara ara karıştırarak, kaynamaya bırakın. Kaynayan çorbanın altını kısıp, 3-4 dakika daha kaynatın. Daha sonra çorbanın içine 1 su bardağı süt ekleyip, karıştırın. Damak tadınıza göre tuz ve karabiber koyup, 1-2 taşım kaynatın. Sütlü mantar çorbası piştikten sonra ocağın altını kapatın. 5 dakika kadar dinlenmeye bırakın. Daha sonra sıcak olarak servis edebilirsiniz."
Sütlü Mısır Çorbası,çorba,haşlanmış konserve mısır süt tavuk suyu tere yağı sıvı yağ un dereotu tuz pul biber,"Küçük derin bir tencere içine 1 yemek kaşığı tereyağı ve 1 yemek kaşığı sıvı yağ koyun. Tereyağını karıştırıp, erimesini sağlayın. Eriyen yağın üzerine 2 yemek kaşığı un ekleyin. Unun kokusu çıkana kadar sürekli karıştırarak, kavurun. Daha sonra kavrulan unun üzerine 2 su bardağı süt ve 2 su bardağı tavuk suyu dökün. Unun topaklanmaması için çırpıcı yardımı ile hızlı bir şekilde karıştırın. Ardından çorbayı kaynayana kadar karıştırmaya devam edin. Çorba kaynadıktan sonra üzerine 1 su bardağı haşlanmış konserve mısır koyun. Damak tadınıza göre tuz ekleyip, çorbayı kısık ateş üzerinde 6-7 dakika pişirin. Çorbanın kıvamı koyu ise biraz sıcak su ekleyip, kıvamı açabilirsiniz. Sütlü mısır çorbası piştikten sonra üzerine 1 tutam ince ince doğranmış dereotu serpiştirip, karıştırın. Çorbanın üzeri için; küçük bir sos tavası içine 1 yemek kaşığı tereyağı koyup, eritin. Eriyen yağın üzerine 1 çay kaşığı dolusu kırmızı pul biber koyup, biraz kızdırın. Hazırladığınız sütlü mısır çorbasını kaselere koyun. Üzerine tereyağında kızdırdığınız kırmızı pul biberi gezdirip, sıcak olarak servis edebilirsiniz."
Sütlü Un Çorbası,çorba,un tereyağı sıvı yağ süt su tuz kırmızı toz biber kuru nane,"Orta boy derin bir tencere içine 2 yemek kaşığı tereyağı ve 1 yemek kaşığı sıvı yağ koyup, yağın erimesini sağlayın. Eriyen yağın üzerine 5 yemek kaşığı un ekleyin. Unun kokusu çıkıp, hafifçe kahverengi olana kadar kavurun. Daha sonra kavrulan unun üzerine öncelikle 3 su bardağı soğuk süt döküp, bir yandan da topaklanma olmaması için hızlı bir şekilde karıştırın. Kısa bir süre karıştırdıktan sonra çorbaya 3 buçuk su bardağı su dökün. Son olarak damak tadınıza göre tuz ekleyin. Çorbayı hafifçe koyu bir kıvam alana kadar sürekli karıştırarak, pişirin. Çorbanın üzeri için; küçük bir tava içine 1 yemek kaşığı tereyağı koyup, eritin. Eriyen yağın üzerine biraz kırmızı toz biber ve kuru nane ekleyip, kızdırın. Hazırladığınız sütlü un çorbasını servis kaselerine koyun. Üzerine kızdırdığınız tereyağlı karışımdan döküp, servis edebilirsiniz."
Tavuklu Mercimek Çorbası,çorba,kırmızı mercimek tavuk baget soğan sarımsak un tereyağı tuz sıvı yağ kırmızı toz biber,"Tencereye tereyağı koyup eritin. Unu ekleyin ve 1 dakika kavurun. Mercimek, soğan, sarımsak, tavuk baget ve tuz ekleyin. 4.5 su bardağı sıcak su ekleyin ve kapağını kapatıp pişirin. Tavuk bagetleri didikleyin ve mercimekleri pürüzsüz hale getirin. Çorbanın içine didiklenen tavuk etlerini ekleyin. Üzerine kızdırılan kırmızı biberli yağ karışımını dökün."
